id,title,popularity,imdb_id,averageRating,num_votes,title_type,start_year,tags
333381,Return to Sender,13.414,tt2948790,5.1,14924,movie,2015, thriller drama prison rape nurse date flirting rape-and-revenge man person town small blind living nurse
431693,Spies in Disguise,27.384,tt5814534,6.8,57753,movie,2019, animation adventure comedy action family inventor spy villain pigeon save-the-planet walter gadgets super lacks unexpected skills lance smooth awesome scientist smarts epic missions rely sterling exact debonair suddenly beckett spy suave creating events turn social opposites
398929,Alibi.com,9.791,tt5657028,6.5,10247,movie,2016,alibi.com collection comedy romance family alibi devise pretty medhi stagings greg father company parents hiding blonde called clients type creates men activity augustin employee complicate flo true life associate cover hates presentation meeting gérard unstoppable understands stratagems lie nature alibi founded
267860,London Has Fallen,34.465,tt3300542,5.9,171703,movie,2016,has fallen collection action thriller london england usa-president terrorism political-assassination terrorist-attack plot minister leaders discovers london mike banning prime assassinate attending funeral
955991,The Offering,18.893,tt13103732,5.3,7426,movie,2022, horror drama morgue pregnant-woman dagger jewish-family ancient-evil dark-pact disappearance directly father mysterious ancient hopes morgue wife hasidic reconciling young returns jewish director son family lurks child unborn inside evil beneath wake funeral plans pregnant girl sinister corpse
398936,Boule & Bill 2,4.456,tt5980746,4.1,223,movie,2017,boule & bill comedy drama family nan sight boss boule problems dad schoolmate
5721,Vixen!,16.833,tt0063787,5.6,3158,movie,1968, drama adultery jealousy fishing impotence pilot satire sexploitation motorcycle taboo incest softcore cuckold communism neglected-wife sexually-aggressive-woman brother including resort husband wife racist vixen mountain canadian wild openly pilot naive clear thing friend biker flying lives tourists practically black
366170,Yu-Gi-Oh!: The Dark Side of Dimensions,24.098,tt4273562,6.9,3580,movie,2016,yu-gi-oh collection animation adventure drama monster card-game sequel based-on-manga anime trading-card-game duel dimensions kaiba yugi transcends special
136795,The Heat,20.927,tt2404463,6.6,182759,movie,2013, crime comedy action drug-dealer police undercover workaholic boston massachusetts fbi crime-boss witness-protection ambition murder drugs female-cop drinking interrogation drug-lord family-conflict female-detective buddy-cop buddy-comedy opposites tough-cop arrogance dea drunkenness special-agent brother-sister-relationship playful fbi-agent irreverent no-friends straight catch investigator arrogance finest hyper laced uptight ashburn shannon wildly officers buddies fbi short ruthless drug street methodical mouthed smarts reputation mullins elusive sarah bring lord law fuse expected matter join gut partner thing boston agent criminals instinct friend forces special foul excellence incompatible
5723,Once,10.861,tt0907657,7.8,122082,movie,2006, music romance drama rock-n-roll lovesickness love-of-ones-life composer pop music-instrument lovers dublin ireland recording-studio pianist ireland music-store street-musician songwriting recording-session street-singer busking selling news musician day hopes songs flowers big street singer pair czech break moonlights love immigrant living decide approaches story aspiring compose repairman blossoming vacuum songwriter collaborate reflect earns
136797,Need for Speed,31.681,tt2369135,6.4,179992,movie,2014, crime action thriller drama competition street-race money super-speed based-on-video-game driver duringcreditsstinger arrogant racer scheme cross colleague massive local supercharged film illegal framed race rich street bounty head forcing business learns country joins angeles associate york puts partners racers manner partner gauntlet prison revolves vehicles revenge
5725,Supervixens,23.0,tt0073768,5.9,5143,movie,1975, comedy impotence dark-comedy erotic-movie cop nymphomaniacs ramsey murdered clint crossing harassed climax voluptuous literally wife murder martin working harry gas explosive bormann flee sledge job station america leave psycho sides ends sexually pin
136799,Trolls,48.507,tt1679335,6.4,93757,movie,2016,the trolls collection fantasy music animation adventure comedy family friendship hunger villain musical based-on-toy troll jukebox-musical kids village rescue long happiest poppy set tolerate curmudgeonly outcast mismatched princess born journey adventure cautious invade monstrous mission overly troll job duo friends branch mishaps bergens
38499,Howling: New Moon Rising,10.237,tt0113349,1.8,2229,video,1995,the howling collection horror sequel werewolf vicious werewolf number town work gruesome police nearby trail small occur killer slayings stranger hot riding california murders arrives disturbingly motorcycle
857700,Pitbull: Exodus,15.493,tt15205194,4.7,510,movie,2021, crime action thriller drama nan man number catch follow told police policeman ultimately underworld eastern war adolescence path young spanning life criminal empires childhood years crosses waging descent europe
38500,Howling IV: The Original Nightmare,8.443,tt0095334,3.4,3244,video,1988,the howling collection horror sequel priest werewolf howling dismisses town ghosts demons werewolves odd breakdown wound real author nervous imagination suspicious mystery revolving starts drakho turn
857702,LEGO Star Wars Terrifying Tales,13.283,tt15164924,6.1,2834,tvMovie,2021,lego star wars (seasonal) collection sci-fi animation adventure tv comedy action movie family nan renovating bb boss face dameron greedy luxury castle graballa hotel inspired vader poe 8 inclusive galaxy sith purchased crime hutt darth
1152624,3 Days in Malay,175.657,tt21158192,2.7,413,movie,2023, history war action adventure nan unable malay raid airfield harrowing battle day wwii wind stationed marines reinforcements engage coming enemy approved forces 3 japanese
464502,Acrimony,15.981,tt6063050,5.9,10150,movie,2018, horror romance thriller drama first-time court obsession harassment marriage manipulation revenge inheritance class-differences rage anger therapy death-of-mother resentment torment hospitalization hostile out-of-control restraining-order mentally-unstable lies semi-narrative woman-scorned sisters crazy taken-advantage-of uncontrollable-anger lost enraged robert husband faithful wife standing betrayed clear melinda tired devious
464504,A Madea Family Funeral,10.61,tt7054636,4.7,5144,movie,2019,madea collection comedy drama funeral family-secrets sequel family joyous travel secrets georgia crew unpleasant backwoods planning unexpectedly reunion hilarious nightmare family madea unveil funeral
300665,Leatherface,19.199,tt2620590,5.0,28465,movie,2017,texas chainsaw massacre collection crime horror thriller sheriff escape texas diner chainsaw trailer young-abducted-girl killer-daughter sheriffs-daughter destined horrors escape teens hospital equally tragedy deranged monster mind mental named young violent destroy hell lawman kidnapped trip nurse group moulding pursued leatherface road revenge
300668,Annihilation,32.441,tt2798920,6.8,368297,movie,2018, horror drama adventure sci-fi depression florida quarantine coma based-on-novel-or-book mutation self-destruction professor dna expedition transformation alligator hybrid swamp meteor grief physicist cancer memory-loss psychologist scientist paramedic missing-person beast geologist biologist unusual-phenomena compound missing-husband fauna mysterious-life-form flora laws mysterious expedition secret apply dangerous biologist nature zone signs
300669,Don't Breathe,40.541,tt4160708,7.1,307354,movie,2016,don't breathe collection crime horror thriller kidnapping thief blind held-captive break-in blind-man trapped-in-a-house man teens perfect thinking blind wrong group crime break
300671,13 Hours: The Secret Soldiers of Benghazi,40.721,tt4172430,7.3,163695,movie,2016, war action history drama central-intelligence-agency-(cia) based-on-novel-or-book libya assault-rifle mercenary heroism biography based-on-true-story explosion american-abroad death u.s.-ambassador security team attack chaos libya compound killed sense struggles american ambassador
857729,Untold: Deal with the Devil,16.869,tt15085794,7.3,2846,tvEpisode,2021, biography sport documentary attempted-murder boxer domestic-abuse domestic-violence female-athlete woman-director female-boxing boxing boxing demons christy noses persona threat abuse rose personal martin public life broke belied boundaries
398978,The Irishman,23.446,tt1302006,7.8,438286,movie,2019, biography crime history drama chicago illinois philadelphia pennsylvania based-on-novel-or-book hitman pennsylvania usa gangster 1970s irish-american male-friendship aging family-relationships murder organized-crime mafia religion sicilian-mafia nonlinear-timeline labor-union 1950s 1960s mob-family jimmy-hoffa voiceover father-daughter-relationship criminal-as-protagonist killer-as-protagonist union man close russell origin works helping powerful sends veteran jimmy 1956 irish war meets task friendship frank trusted sheeran chicago accidentally pennsylvania hoffa years driver bufalino mobster maintain organized truck leader crime
136835,No Good Deed,27.223,tt2011159,5.6,22229,movie,2014, crime horror thriller drama prisoner hostage sadistic girlfriend escaped-convict sociopath serial-killer best-friend murderer rage killer rainstorm home-alone narcissist deadly escaped-killer convicted-murderer murderous-intentions stay-at-home-mom home-remodeling controlling escaped charming convict phone suburban good ideal mother claiming deed wife offers terrorizes invades trouble learns life fighting family living car finds atlanta colin dangerous unpunished survival devoted terri door
595586,Causeway,12.351,tt10192406,6.6,23735,movie,2022, drama post-traumatic-stress-disorder-(ptsd) new-orleans louisiana swimming-pool car-accident veteran woman-director brain-injury mother-daughter-relationship bond forge unexpected local suffers orleans injury pair meets struggles fighting life afghanistan traumatic mechanic james brain soldier adjust
300673,The Finest Hours,19.577,tt2025690,6.7,71475,movie,2016, history action thriller drama coast-guard rescue-mission based-on-true-story survival storm-at-sea sinking-ship 1950s guard oil rescue attempt pair cape cod tankers coast blizzard daring destroyed 1952
169607,Finding Vivian Maier,17.988,tt2714900,7.7,15205,movie,2013, biography documentary mystery photographer photography photograph art discovery film-preservation eccentric-artist art-exhibition art-restoration portrait-of-an-artist female-photographer famous-people photography-studies street-photography biopic biographical-documentary figure-study destined improbable maier discovery turns photos forthcoming objects shaken clutter book heap blog photographs people interesting seemingly travails viral personal trash brings vivian photography eye collections obscurity man documentary lost saga odd mysterious sensation unravelling public life accounts brought collected films changed knew irrevocably work gallery tale film john street exhibitions images countless maloof started
300681,Replicas,19.012,tt4154916,5.5,42738,movie,2018, action drama thriller sci-fi laboratory car-accident family consciousness biologist synthetic neuro-scientist police-task-force returning terrible family normalcy accident obsessed scientist
5780,Torn Curtain,11.684,tt0061107,6.6,29776,movie,1966, romance thriller drama cold-war east-germany cold formula defect fiancee plan solution resin border motivation scientist war east germany dagger mission american unaware awry appears cloak
5781,That Obscure Object of Desire,19.37,tt0075824,7.8,25172,movie,1977, comedy romance drama paris france bomb parent-child-relationship mistake-in-person bucket lausanne switzerland love train maid humiliation seville spain depravity dysfunctional year regales tale dancer beautiful flamenco relationship question water named fellow young love conchita dumping car passengers wealthy story blocks fiery train mathieu woman bucket 19 window cruelty lies building frenchman
726684,Miraculous World: Shanghai – The Legend of Ladydragon,43.853,tt12816634,7.4,882,tvEpisode,2021,miraculous world fantasy animation adventure tv action movie shanghai china superhero loses including shanghai ladybug arriving school miraculous adrien stuff turn marinette meet heads break
71325,With Every Heartbeat,28.582,tt1859522,6.8,12140,movie,2011, romance drama parent-child-relationship engagement lesbian-relationship woman-director lesbian attracted intrigued follow upcoming engagement heart frida mia parent life tim party decide continue meet
267935,The BFG,35.857,tt3691740,6.3,94382,movie,2016, fantasy adventure family london england england queen little-girl orphan cannibal based-on-childrens-book giant evil-brother live-action-remake bunking ordinary crunching swollomp lucky flush giant england chiddlers bloodbottler bfg night giants breakfast bone middle decides carried sophie jumbly hears nice
399019,The Beguiled,19.773,tt5592248,6.3,63214,movie,2017, history thriller drama based-on-novel-or-book remake sexual-tension period-drama union-soldier virginia american-civil-war woman-director confederacy 19th-century girls-school broken injured refuge boarding taboos unexpected tension girls war house young school women wounds enemy dangerous southern events turn provide tend rivalries sexual civil soldier
333484,The Magnificent Seven,38.404,tt2404435,6.9,231782,movie,2016, action drama adventure western remake bartholomew industrialist emma town bullets gunslingers chisolm greedy residents rose hunter desperate gold ruthless bounty start mercenaries horizon control jeopardy fighting money deadly sam eclectic showdown fly turn west bogue henchmen seizes group creek lives recruits cullen
38575,The Karate Kid,63.617,tt1155076,6.2,209621,movie,2010, action drama adventure family martial-arts duringcreditsstinger karate-kid the-karate-kid intense pretentious straightforward tragic bully year master friendship han career china turn parker mei calm dre mother cheng differences punches popular worse strange man maturity kung parries class detroit kid facing fight teaches life latest friends falls landed bullies impossible feelings classmate realizes land cultural enemy ying maintenance
38582,Godzilla vs. Mechagodzilla,9.997,tt0071565,6.2,8194,movie,1974,godzilla (showa) collection sci-fi animation adventure action family monster cyborg giant-monster mechagodzilla sequel alien giant-robot robot alien-invasion gojira kaiju statue anguirus godzilla godzilla mechanical revealing complicated prophecy breaks foretells okinawan weapon roots doppelgänger anguirus destructive fulfilled jaw return matters ally destruction emerges earth
399035,The Commuter,26.343,tt1590193,6.3,126968,movie,2018, mystery action thriller conspiracy train threatens commute daily unwittingly caught businessman life criminal conspiracy lives
5820,The Sentinel,13.75,tt0443632,6.1,52723,movie,2006, crime action thriller usa-president agent assassination relentless service attempt framed fbi secret mole foil president clear agent
267962,Happiness Charge Precure! the Movie: Ballerina of the Doll Kingdom,3.542,tt13386730,8.1,13,movie,2014,pretty cure movie collection fantasy animation adventure comedy action family superhero precure supervillain anime based-on-tv-series magical-girl kingdom purposes man dolls pretty ballerina accompany puppet talking paradise conquer pleads cute rescue nursery surprised performing animals prince attack fang mysterious spreads girls nefarious land happinesscharge cures ruled sorrow music starts save dance forces doll tsumugi stuffed noble zeke black
5825,National Lampoon's Christmas Vacation,15.86,tt0097958,7.5,222257,movie,1989,national lampoon's vacation collection comedy holiday boss family-dinner neighbor domestic-life fantasy-sequence christmas christmas-bonus jello smoothly bonus luck guests worsened clark ellen wife knowing preparing christmastime seasonal manages family kids christmas things celebration obnoxious bad griswolds continual
38594,Dragon Ball: Yo! Son Goku and His Friends Return!!,20.321,tt1317478,7.0,2476,video,2008, action animation adventure sci-fi special anime 龙珠 long-lost-sibling powerful defeat buu majin mysterious saiyan goku shortly enemy friends arrives warning earth
5833,Casper's Haunted Christmas,39.832,tt0284946,4.5,1187,video,2000, fantasy comedy animation family holiday assistant cartoon tricks surrealism look-alike kindness ruler scare task person ruler ghosts goody boo secretly ghostly decrees sets hires scare kindhearted ghastky day cousin casper meets trio alike shoes hilarious spooky family usual mission christmas time kibosh job supreme visits behavior fed jollimore complete kriss massachusetts
431819,Fireworks,19.358,tt6317962,5.5,3917,movie,2017, fantasy animation drama time-warp fireworks male-friendship lighthouse train summer anime mother-daughter-relationship festival annual viewed set japan flat angles moshimo round place fireworks schoolboys group arguing
399055,The Shape of Water,25.176,tt5580390,7.3,452034,movie,2017, fantasy romance drama government fairy-tale cold-war supernatural baltimore usa laboratory orphan bathtub scientist magic-realism capture sign-languages 1960s fishman amphibious-creature dramatic romantic compassionate cold man era escape circa janitor set plan 1962 lab war working captive love story mute held america worldly devises falls backdrop amphibious
399057,The Killing of a Sacred Deer,18.324,tt5715874,7.0,194158,movie,2017, mystery horror thriller drama husband-wife-relationship hostage psychopath insanity blackmail surgeon paralysis dysfunctional-family paranormal revenge hospital cruelty brutality cafe cardiologist recovering-alcoholic open-heart-surgery existence insinuates idyllic doctor suburban murphy renowned household margins presides wife ways teen martin gradually life children unsettling lurking cardiovascular steven surgeon spotless fatherless
726739,Cats & Dogs 3: Paws Unite,14.806,tt12745164,3.8,1228,video,2020,cats & dogs collection comedy action family cat villain dog agent inexperienced agents truce restore untested instincts conflict frequencies battle team wireless surveillance hacks species networks manipulates great cats villain heard conflicts school creation peace tech order years savvy elaborate animal designed monitored dogs joint worldwide
497370,The Drug King,14.318,tt6914542,6.2,3875,movie,2018, crime action adventure drama drug-dealer drug-abuse drug-trafficking 1970s yakuza based-on-true-story osaka japan police-corruption drug-lord political-corruption 1980s busan south-korea jeweller helping doo smuggle lee small gang underworld good smuggler day drug 1970s ambition night south korea lord meth life dark takes eventually community time sam witted starts double falls busan quick crime leader infamous lead
5851,Showtime,11.59,tt0284490,5.5,65661,movie,2002, crime comedy action police-operation police-everyday-life fugitive hilarious amused sardonic cop cops forced team movies based spoof reality buddy
5852,Angel Eyes,10.791,tt0225071,5.7,25879,movie,2001, romance thriller drama car-crash police-officer destined threatening couple cross seemingly circumstances life story save meet lives paths
104154,Crayon Shin-chan: Unkokusai's Ambition,6.97,tt2098658,6.5,351,movie,1995,crayon shin-chan collection action animation adventure nan claims guys shin unkokusai defeat change traveler lord time evil chan bad case
5853,Deep Throat,0.0,tt0068468,5.0,7070,movie,1972,deep throat collection comedy adult sexual-frustration orgasm blow-job sexual-liberation deep-throat linda ailment inability discovers deep throating located achieve experiment throat husband clitoris searches recommends orgasm therapist treatment sex friend frustration recommend problem technique exam
5857,I Know Who Killed Me,10.935,tt0897361,3.6,31071,movie,2007, mystery horror thriller daughter sadism kidnapping sadistic striptease seduction college piano-lessons buried-alive stripper strip-club serial-killer writer twins sadistic-torture college-student town escape insists idyllic small hospital fleming tortured real killer regains aubrey bright young danger manages mortal consciousness promising traumatized woman rocked sadistic abducted serial girl
792293,Dumb Money,18.346,tt13957560,6.9,48940,movie,2023, biography comedy history drama massachusetts manipulation-of-the-media based-on-true-story securities stocks-and-bonds stock-price social-media stock-market dramedy investing investment stockholder stock-swindle insider-trading vlogger brother-brother-relationship internet-scam social-media-influencer finance-trading manipulative-relationship internet-personality gamestop reddit 2020s upside worlds blowing media billionaires savings fight vlogger rich movement sinks stock life keith starts turned sides gill social posts gamestop lives
726759,Tetris,34.28,tt12758060,7.4,88564,movie,2023, biography history thriller drama video-game nintendo cold-war based-on-true-story salesman copyright duringcreditsstinger 1980s russia discovers game enters sets tetris video iron henk bring rogers american 1988 web dangerous curtain corruption salesman lies
530154,Lust Stories,13.917,tt8439854,6.4,13380,movie,2018,lust stories collection romance drama anthology viewpoint light anthology modern sheds indian woman stories relationships
792307,Poor Things,76.223,tt14230458,7.8,299303,movie,2023, comedy drama romance sci-fi ship london england experiment paris france based-on-novel-or-book obsession lisbon portugal crooked-lawyer love domestic-abuse female-protagonist doctor prostitution cruelty scientist masturbation disfigured-face sexual-awakening exploring-sexuality sex-worker female-empowerment female-sexuality angry brain-transplant absurdism quest-for-knowledge spousal-abuse womens-liberation alexandria-egypt victorian-era quest-for-identity frankenstein body-horror furious disgusted enraged runs whirlwind purpose lawyer unorthodox equality adventure free times scientist prejudices liberation young steadfast life continents woman brought stand grows
5876,The Mist,39.173,tt0884328,7.1,346696,movie,2007, horror thriller sci-fi monster based-on-novel-or-book supermarket fight faith prayer artist spider fog bible giant-monster survival disaster anger thunderstorm father-son-relationship envelops dense town year people horrors drayton trapping small local store sanity cloud artist grocery storm conceals son violent threaten maine deadly worse mist discover david lives
5879,In the Realm of the Senses,38.185,tt0074102,6.6,23301,movie,1976, romance drama japan pornography jealousy geisha brothel sake longing deceived-wife based-on-true-story sadomasochism mistress prostitution nymphomania 1930s depravation sex penis-mutilation erotic-asphyxiation ultimately abe affair master sada relationship story obsessive destructive passionate woman sexual telling led
235260,Son of God,24.843,tt3210686,5.7,19754,movie,2014, biography history drama christianity crucifixion bible biography resurrection torture jesus-christ christian-film pontius anxiety oppression people high miracles taxes messages jesus performing produced holy levied hope cauldron excessive pilate caiaphas fearing priest occupation threatened spreading die control roman love inspire jewish land revolution decide fear jerusalem governor wrath arrives
5889,Azumi,10.562,tt0384819,6.7,15226,movie,2003,azumi - collection adventure drama action romance thriller martial-arts assassin assassination swordplay mass-murder katana mission-of-murder ninja-fighter based-on-manga shinobi-no-mono raised assassination restore people shogun tokugawa torn beautiful desperate hostile japan warlords war young ultimate peace azumi woman orders assassin orphans birth
399106,Piper,10.813,tt5613056,8.3,32274,short,2016, animation short family fear short-film food encounters survive overcome mother experience process bird order traumatic teach
300803,Dragonheart 3: The Sorcerer's Curse,13.658,tt3829170,5.1,4095,video,2015,dragonheart collection fantasy action adventure magic wall druid knight dragon medieval dragonheart action ages work meaning gareth shocked defeat gold adventure reign search dragon learns drago true saves life comet intricately fallen aspiring evil knight fantasy sorcerer bonded rumored terror
5890,Azumi 2: Death or Love,7.314,tt0431641,6.2,5755,movie,2005,azumi - collection action adventure drama assassin assassination based-on-manga ginkaku person prevent hunt army remarking protected masayuki clan war young nachi mission dangerous continue sanada azumi friend resemblance meet nagara civil assassins
857862,Evangelion: Death (True)²,15.236,tt28717062,6.5,338,movie,1998,evangelion collection action animation drama sci-fi mecha compilation edited-from-tv-series anime based-on-tv-series invaders handle year piloting command olds apocalyptic massive catastrophe decisive film called maladjusted weapons hostile evangelion experimental 14 engage story place order psychologically tasked adults years traumatized angels events highly 15 forces chronological presenting humanoid affect
235271,Addicted,22.615,tt2205401,5.0,12422,movie,2014, romance thriller drama infidelity obsession lie sin interracial-relationship lust attraction deceit temptation faithful-husband loses slowly enters flourishing affair painter gallerist control risks life family career talented
5902,A Bridge Too Far,19.264,tt0075784,7.4,62614,movie,1977, war history drama mission army allies world-war-ii netherlands bridge tank based-on-true-story operation-market-garden soldier arnhem military-operation 1940s historical-battle securing divisions presence meant market allied failure attempt final wwii combination bridge poor war allowing german arnhem germany access rhine story holland bridges allies failed operation crack garden doomed stages panzer intelligence
399121,An Officer and a Spy,12.028,tt2398149,7.2,21454,movie,2019, history thriller drama based-on-novel-or-book espionage military-officer spy based-on-true-story trial miscarriage-of-justice 19th-century french-army antisemitism belle-epoque colony imprisonment wrongfully french sentenced dreyfus island penal 1894 life captain convicted treason alfred devil
857879,Mount Adams,16.713,tt5518158,2.5,265,movie,2021, action adventure sci-fi nan survival monsters ufo alien adams fighting hunt slopes investigators mount
5915,Into the Wild,23.755,tt0758758,8.1,664905,movie,2007, biography adventure drama parent-child-relationship self-discovery camping wilderness biography based-on-true-story road-trip alaska journey mccandless wilderness university student charity account hitchhikes athlete 1992 live savings 000 abandons christopher 24 alaska graduating possessions emory entire
399131,Dude,10.763,tt3458510,5.1,7727,movie,2018, comedy drama high-school female-friendship high-school-friends woman-director friends major life school high weeks negotiate loss
333596,Woodlawn,17.657,tt4183692,6.4,7948,movie,2015, biography history drama sports american-football 1970s based-on-true-story racism inspiring talent racial faith high field learn tensions torn football battles racism hate 1970s gifted love school unity embrace player
5919,The Towering Inferno,15.809,tt0072308,7.0,49044,movie,1974, action thriller drama rescue helicopter fire san-francisco california skyscraper fire-engine survival disaster explosion tragic-event trapped elevator disaster-movie firefighter worlds-tallest-building trapped-in-burning-building colossal threatening massive breaks constructed skyscraper party destroy tower opening
595743,SAS: Red Notice,16.139,tt4479380,5.3,21909,movie,2021, action thriller drama nan channel action tom transpire difference attack tunnel running alive civilian corridors passengers escalates power events buckingham duty thwart terror sas train soldier
5921,Nevada Smith,10.472,tt0060748,6.9,9227,movie,1966,nevada smith collection drama western repayment native-american revenge wild-west half-breed gun indian smith merchant sets father shoot mother gold white men kill killed young son correct boy time nevada
890656,Fistful of Vengeance,15.123,tt14158554,4.4,7677,movie,2022, fantasy crime action drama martial-arts based-on-tv-series bangkok tracks threat ancient kai fight killer mission save assassin superpowered revenge
5923,The Sand Pebbles,10.827,tt0060934,7.5,16775,movie,1966, war romance adventure drama china missionary u.s.-navy chinese battle gunboat runs cynical presence foreigner boat rescue patrol climax exploited uneasy light torn rice river upriver missionaries ship chinese san reaches gunboat middle revolution mission iconoclasm pablo engineer yangtze jake china aboard tributary 1926 boom holman bowl nature clash symbiosis crash assigned uss arrives hostility
5924,Papillon,15.75,tt0070511,8.0,139736,movie,1973, biography crime drama prison prison-escape jungle solitary-confinement based-on-memoir-or-autobiography remote-island leper-colony labor-camp corrupt-official french-colonialism devils-island prison-brutality guyana 1930s man plot dreadful escape inspires befriends fellow sentence island serving criminal prison
5925,The Great Escape,31.54,tt0057115,8.2,261896,movie,1963,the great escape collection war adventure thriller drama epic uniform swastika prisoner based-on-novel-or-book nazi escape optimism freedom machinegun switzerland shower dystopia baseball world-war-ii prisoner-of-war claustrophobia attempt-to-escape barbed-wire based-on-true-story prison-guard prison-escape tragedy solitary-confinement motorcycle alps-mountains british-officer 1940s luftwaffe exasperated number escape high security allied small plan escapes proof based attempts sit relocate war nazis undaunted true story ambitious camp camps prison prisoners remainder
38700,Bad Boys for Life,106.305,tt1502397,6.5,184081,movie,2020,bad boys collection crime comedy action thriller mexico miami florida detective womens-prison sequel prison-escape murder drug-cartel police-chase police-detective buddy-cop buddy-film action-hero past-relationship reflective confront midlife vicious police forced elite threats team miami drug ruthless newly crises mike armando cartel career join created department ammo armas leader marcus
71469,The Darkest Hour,29.735,tt1093357,4.9,64325,movie,2011, horror sci-fi adventure action thriller alien-invasion american-abroad moscow russia failed-business microwave faraday people moscow race supply young alien attacked charge power earth lead
437543,The Monkey King 3,15.056,tt6466464,5.5,1797,movie,2018,the monkey king collection fantasy action adventure family monk sorcery sequel destruction wrath trapped ancient-prophecy foretold heralding devise monkey believes foretold ancient realize action queen escape sees prophecy charm journey packed bring fantasy fall bit sorcery kingdom companions king plan series river adventure mighty destruction lot wrath god blockbuster installment female continuing epic captive land angers trickery quell return west travelers
1054513,Private Lesson,16.441,tt23782662,4.7,2038,movie,2022, comedy romance tutor achieving posing goals secretly bumps students private azra love life tutor coaches road
268092,Transformers Prime: Beast Hunters - Predacons Rising,25.843,tt2788526,7.5,1833,tvMovie,2013, family action animation sci-fi bone based-on-toy planet transforming-robot alien-world mechanical-lifeform series-finale based-on-tv-series animation resurrected form alliance predacons unicron decepticons autobots predaking battle
399170,Logan Lucky,21.77,tt5439796,7.0,165757,movie,2017, crime comedy action sibling-relationship north-carolina cockroach heist race-car-driver nascar prison-break logan set charlotte race motor jimmy cola 600 robbery family brothers coca execute speedway curse legendary elaborate clyde reverse
5955,The Pledge,23.52,tt0237572,6.7,69362,movie,2001, mystery crime thriller drama promise murder drawing porcupine pledge retirement-party criminal-profiler retire woman pledges police killer daughter chief
399173,The Assignment,22.41,tt5034474,4.7,9409,movie,2016, crime action thriller assassin gangster sex-change revenge mad-surgeon secrets ace sets turns doctor named hands kitchen rogue frank crossed johnnie hitwoman hitman double surgeon woman assassin falls aided nurse gangsters revenge
399174,Isle of Dogs,32.78,tt5104604,7.8,193979,movie,2018, comedy animation adventure island japan stop-motion dog garbage-dump pets witty vibrant year embark canine beloved garbage journey pet flu epic leads outbreak island mayor boy 12 banish outcasts city future japanese dogs arrives dump
530254,The Witch: Part 1. The Subversion,34.531,tt8574252,7.1,18410,movie,2018,the witch collection mystery action sci-fi witch amnesia supernatural psychological-thriller audition hidden-identity supernatural-power dark extreme-violence secrets deep high student memory unwittingly hidden yoon journey unknown loss school struggles finds awaken childhood dragged endured trauma ja uncover crime truth
5966,Along Came Polly,20.938,tt0343135,6.0,145014,movie,2004, comedy romance beach chance honeymoon bride romantic-comedy risk long-island new-york unfaithfulness scuba-diving los-angeles california art-gallery dance-class opposites-attract caribbean-sea commitment dance-club neurotic chance-meeting bagpipe insurance-risk-manager ferret romantic amused upside comically thrill totally spirit playing moment prince attempt mismatched change uproarious spent free polly irresistible middle life souls feffer safe turned reuben guy road lives collide entire
202575,The House of Magic,25.624,tt3148834,6.2,7451,movie,2013, fantasy animation adventure comedy family magic magician greedy-relative cat enlists plot wacky scheming selling sees protect array addition chance welcomes hospital determined stumbles dazzling evict jack nephew rabbit house storm mouse magical young automatons shelter strangest seeking imaginable owned place inhabited assistants troupe lands mansion gizmos worse thunder hero earn maggie magician situation cash abandoned
5968,The Woman in Red,13.562,tt0088414,5.9,17694,movie,1984, comedy romance adultery infidelity san-francisco california obsession based-on-movie advertising-executive red-dress man married totally affair beautiful desperate acquaintance meets realizes family adultery schemes easy happily woman meet red sneak infatuated
235347,The Goddess in the Boys' School,1.035,tt0285835,5.4,17,movie,1975,female teacher collection  thriller softcore pink-film counted impressionable resort yamagami beautiful marm fully satisfies longings legs young aware slender school willowy vanity stirs carried place acts power boys figure teaching nameless
333653,If There Be Thorns,13.769,tt4058368,5.6,2470,tvEpisode,2015,flowers in the attic collection drama tv movie romance thriller mystery based-on-novel-or-book incest woman-director man fact secrets discovers neighbor accusatory tragic long corrine climax parents mysterious displays live hidden mother revealed wife dollanganger moves relationship befriends christopher sons family unaware incestuous boy bart woman behavior nature strange transformation door cathy younger
694103,Roohi,10.196,tt10098288,4.3,11090,movie,2021,maddock supernatural collection comedy horror nan town kattanni insidious spirit small set forest roohi film north feet backwards india bhaura turned boys stuck revolves fictional
595801,Other Side of the Box,30.893,tt8164750,7.2,2846,short,2018, horror short thriller short-film other-side-of-the-box mysterious friend receives couple package
333658,Seeds of Yesterday,12.253,tt4103992,5.6,2093,tvEpisode,2015,flowers in the attic collection drama tv movie romance thriller mystery nan ghosts truths store tragedies inherits sheffield middle looming family child foxworth curse mansion reveal lives
38757,Tangled,121.477,tt0398286,7.7,503957,movie,2010,tangled collection comedy animation adventure family princess magic hostage fairy-tale horse villain musical blonde tower selfishness healing-power adventurer based-on-fairy-tale duringcreditsstinger healing-gift animal-sidekick magic-land rapunzel flynn action charming long set eighteenth mother deal wanted packed teenager magical strikes hair overprotective sky feisty lanterns escapade duo tower rider birthday bound thief
956262,The Kitchen,17.836,tt4460800,4.8,8047,movie,2023, sci-fi adventure drama comedy thriller london england dystopia urban-decay 2040s close housing enters izi london decisions benji escaping faces estates young kitchen life remaining hard
